proposal_id,end_date,token_id,unique_voters,unique_token_holders,voter_turnout_rate
0xd70b3e84db501c2633bc8189fcfc335726fce90584a3c37f6155580369f11023,2022-08-15,uniswap,2199,319826.4516129032,0.006875603906150715
0xee4851601143b1e9655be7168ca2d0f119fba31afadf2a7f808ea12b7bb4e9df,2022-08-10,uniswap,1860,319361.29032258067,0.0058241247651562595
0xe9f8e5dd7ec26f7c0e7dd9e19bb8d57497d27d4a74be01cd3cad159cf3901b7f,2022-08-09,uniswap,2373,319268.2580645161,0.00743262112677821
0x4dd49ee723a7e506c6c6c15c8eabc8a7057f3f0760e44ed2f475d42203c4e3e8,2022-07-21,uniswap,1744,316546.8387096774,0.005509453220600692
0x1bf2c3fb48e31f4e006ce6349967088fc726cbf1d1518eca60babfe44e9e2895,2022-07-16,uniswap,3144,315648.12903225806,0.009960458215415859
QmV8ZeseHEoAcGj51kGaC6gVF2BkL9BHACJDAaQ74uiaJi,2022-07-01,uniswap,1315,312952.0,0.0042019223395281064
0x7f196c3444623a33ac147d1676d84e45d3c4c56a94baa85547b77d6fab82faab,2022-06-05,uniswap,1139,310658.8,0.003666401853094134
0x729c19f1cafab8ed884914549e147ef401532cf6680e340a1aa0c8cc65f35f09,2022-04-18,uniswap,1697,307584.73333333334,0.005517178897695616
QmcVpxCSkL8rPmZgow8uL2GbdPZtUKS3huY9aSExKNfEK6,2022-04-07,uniswap,1477,306937.2,0.004812059274665957
QmaG6nJYW3xLeQwAa6xxhpbuYS8h6PVQpbx1vfqpqxAtik,2022-04-02,uniswap,1301,306642.86666666664,0.004242720576357774
0xb328c7583c0f1ea85f8a273dd36977c95e47c3713744caf7143e68b65efcc8a5,2022-03-25,uniswap,909,306218.87096774194,0.002968464997363787
QmZ2D27uouvVEHGuRvydwmwepgL2PEXbGzYAXqYr9bMwLo,2022-03-26,uniswap,1338,306271.03225806454,0.00436867956507424
QmWhemJom3RZdH91rBPmjvAFZEr9HdFRSFVNtAae6kgbyE,2022-03-21,uniswap,1031,306010.22580645164,0.003369168455998255
0xa5b0e54358d8a0bff4b90461873cd4bec83e57d7b87f2e18b9a4ff81539b21ca,2022-03-20,uniswap,1391,305958.06451612903,0.004546374687654855
0x4fdc5d5c87669d3c99072541e1c775f8dee9b906241b2ce22203737b608c8e55,2022-03-13,uniswap,914,305592.93548387097,0.002990906836746036
0x92a16fbf16e7b113700bb2a20b3ca1b71ce678c4b818983e7412eb059cff776a,2022-03-12,uniswap,1414,305540.77419354836,0.004627860238071811
0x85a309c742abb3daf8e2d73a6c940c5315b3bf42ab8a8b22340d6e91cb3e8bde,2022-03-04,uniswap,851,305123.48387096776,0.002789034751451237
Qmcs5pAv7eGBzqGn1G8LJGusME3t7bTCSfZjdyWmw88LaM,2022-02-21,uniswap,335,303600.71428571426,0.001103422963902306
0x68ed38529f4d81957cf30a3c441b93d321dcf14273c2e2f3aa32617bd1ac65fe,2022-02-17,uniswap,177,302917.5714285714,0.0005843173744106718
0xe3d59b3439ac0519b02ff39606e0ad571cc9fa7a05b334b6f87df09b2c883879,2022-02-14,uniswap,275,302405.21428571426,0.0009093758540161227
0xbfeb7f3c4a3f1d4979b59129f9a78ee217183b0656a480612d261233fb3f8c62,2022-02-12,uniswap,362,302063.64285714284,0.001198422943509303
0x4f42b3215c4028edd947dc69980a9b8ba837ffbe3d0caa60d999406d634c8e79,2022-01-22,uniswap,354,298940.1612903226,0.001184183478298872
0xa66afef5e247d9369831e874a60d022ce6b12645b41d9a244077a3a279ef24f3,2024-06-01,aave,562,167900.0,0.00334723049434187
0x4df68c8364adbc1b538e4aebd7875783f5b489d9656a7b171255338526c21e3e,2024-06-01,aave,543,167900.0,0.00323406789755807
0x17da8b848323ed88b9c3ab391057c45a5737635dfe995ad66a84b389821b0867,2024-05-31,aave,583,167897.70967741936,0.003472352309749273
0x418eb093009f59a000c223f2455dc551983ec2a09f26e92f41be3640cce8f39c,2024-05-24,aave,622,167881.67741935485,0.0037049903810902145
0x9e2e3bd26866212d0cbd8e7cefcfa21eec9522202fd25b02456b8ff59371db08,2024-05-24,aave,585,167881.67741935485,0.003484597062600925
0x4a10e2a8ca95024d7cf0791aa82ed262c816ff0ee78bc2f3ab3487e70d731361,2024-05-23,aave,555,167879.38709677418,0.0033059448786292617
0x1f0f0a63eeb34f9fc6a176527253495e43cefc28714734dbee79d9f33e943a67,2024-05-23,aave,557,167879.38709677418,0.003317858193507205
0xc1b6d0d390a2dabf81206f592f740c69163dd028dcb0f50182d0ad3a50e744b0,2024-05-21,aave,432,167874.8064516129,0.0025733462282472785
0x471332cb5eabc15d802fdc16f33cec63ecbdc4c97ad34f7e707b521c31cff8b5,2024-05-20,aave,393,167872.51612903227,0.0023410621885117124
0x2a6ffbcff41a5ef98b7542f99b207af9c1e79e61f859d0a62f3bf52d3280877a,2024-05-19,aave,399,167870.2258064516,0.002376836023679582
0x645981c18f5dc61c07324a39d57bcb873ebd8fb9e4a435280cac57cb07a8090b,2024-05-18,aave,414,167867.93548387097,0.002466224409126529
0xe6b21c6235991d0ae13273a180d7807a7e235cf0167aa0234414c1573cfb112d,2024-05-18,aave,389,167867.93548387097,0.0023172978143725115
0x4fe039367614b6dcdb0dfc15a306b0928fb9d3eee8e076e7f9a432a16a218449,2024-05-14,aave,445,167858.7741935484,0.0026510380654090554
0x300e594559b42518cf9cad713d1cf7d0cfc1c75f080c8e39c45b846f08205e3e,2024-05-12,aave,528,167854.1935483871,0.0031455871839615028
0x1f74c77f10c5f5d005e066c9454fc318073edb0699040d950dc9a90de0a74bdf,2024-05-11,aave,530,167851.90322580645,0.003157545370736761
0x59c7ea88a42b78351abb1e945aa67f9b0b5bf20502b70a6292c691ec2ddb8093,2024-05-10,aave,497,167849.61290322582,0.0029609838914942677
0xe3a29b7d6d936a22ee340811f842a29e4be654e08972f53f43dde7748c722195,2024-05-10,aave,458,167849.61290322582,0.0027286330428659446
0x51cde0e183bd250839ef1fc4feb04a592263f848d44d1f67618504f98fa80865,2024-05-10,aave,429,167849.61290322582,0.002555859334911551
0x791514e0cd8962d15eac228c7488a2d11a9678d7e10e87926e09001430d49520,2024-05-10,aave,444,167849.61290322582,0.0026452250459224444
0xf6aaa50a6a76f44df9cfbbb760ca80878854dd16d88b16a3fc0f5fa6920741f0,2024-05-06,aave,548,167840.4516129032,0.0032650055140692373
0x477b3dd277c13cc1b0c1086a04b87d221edd5d09ffd588a246457e6dc3bf2b77,2024-05-06,aave,530,167840.4516129032,0.0031577608074027297
0xea2b78826c85397184f61dc9f349fdcd74447791b97c36733ba725e62dfbfe5a,2024-05-04,aave,471,167835.87096774194,0.0028063130800597817
0x79de5212e90a562918f72d47809bba5af1221cce4a8cd6dd38b89f38984e90ee,2024-05-02,aave,544,167831.29032258064,0.0032413502807158495
0xe75e505a693c177342a2c4bc62241b19fc04af508c3e11b76da5d46bdc597a45,2024-05-02,aave,527,167831.29032258064,0.0031400580844434794
0x905264def5a1736097807e33b43bed5271844c6aed9d4f46e047fe6810e39160,2024-04-30,aave,633,167791.96666666667,0.0037725286411208797
0xf01d857c392a5d3efcd69725cdee5a5d8e94e5cbe952791d24ff26a26f2b83fa,2024-04-29,aave,758,167754.93333333332,0.004518496028333395
0x372ea60168390ca30be8890ae18ba3c1bb171428ad613a3c8c1a568721c1d65d,2024-04-28,aave,841,167717.9,0.005014372347853151
0xc6e14cfb6b1abd38cb4c32784910b5983c05cf7e15c68fbeae7e1570822ccd99,2024-04-27,aave,1176,167680.86666666667,0.007013322529742014
0xd1c48ec4d237f8abf71897226b2d9e842537fa9a808086d5d2b65fc8cb8761f6,2024-04-26,aave,922,167643.83333333334,0.005499754936805509
0x162f529a3f25f4c136a7368dff26ee7bc4ac1464fcc0f5c42fc73b3658bd5789,2024-04-26,aave,845,167643.83333333334,0.005040447854230645
0xe297f39c7ccde33e5df0549ef2152c2f890f8c8e7ba77c28b63edbb0a624ce9e,2024-04-23,aave,622,167532.73333333334,0.003712707287849419
0x6ad248c0f37e7abf9432f35316910ea274579a908bfb0957233828e1fc722d98,2024-04-22,aave,510,167495.7,0.003044854285811516
0x2b7433455b16d50b9b6afdf2e60bfd6e733896224688c9891c371aa2597853a2,2024-04-21,aave,446,167458.66666666666,0.0026633437903084544
0x389b244cae117793a02673cf1600579b26ce409e3c25a2ea9bf5a5cc57d0a92d,2024-04-20,aave,463,167421.63333333333,0.0027654729605831505
0x34b6cf5bc9c8a0525c5b32d4ce2ca2ccfce39d15bd0aba5cab46a4e9e78f3ea8,2024-04-19,aave,456,167384.6,0.0027242649562743524
0xbaaf99c1e738da5755166fc6b1429265243507fdb9638a31ca177dd81a8b7313,2024-04-19,aave,439,167384.6,0.0026227024469395632
0x95643085ee16eb0eaa4110a9f0ea8223009f9521e596e1a958303705a5001363,2024-04-14,aave,544,167199.43333333332,0.0032535995436986133
0xbf15c943d5d1eea9174dbff151a603154e76aaa5776efe8e1b2406e31ac60c84,2024-04-13,aave,530,167162.4,0.0031705694582035196
0x9f024edf6b8ebe1177503fbed3ceb6b5847cc0cae0e9269132c39b223db30023,2024-04-12,aave,519,167125.36666666667,0.0031054531717806255
0x9c6dcf2af7d79467f34e52b505c25d5e4c89af77f00396307d42fc4816797cd9,2024-04-12,aave,545,167125.36666666667,0.0032610250069758013
