id,name,date,cumulative_proposals
aave,Aave,2022-11-22,176
aave,Aave,2022-11-23,178
aave,Aave,2022-11-25,181
aave,Aave,2022-11-26,182
aave,Aave,2022-11-28,183
aave,Aave,2022-11-29,185
aave,Aave,2022-12-08,186
aave,Aave,2022-12-09,187
aave,Aave,2022-12-10,189
aave,Aave,2022-12-12,190
aave,Aave,2022-12-16,193
aave,Aave,2022-12-17,194
aave,Aave,2022-12-19,196
aave,Aave,2022-12-22,197
aave,Aave,2022-12-23,199
aave,Aave,2022-12-24,200
aave,Aave,2023-01-02,201
aave,Aave,2023-01-09,202
aave,Aave,2023-01-12,203
aave,Aave,2023-01-14,204
aave,Aave,2023-01-15,205
aave,Aave,2023-01-20,206
aave,Aave,2023-01-22,207
aave,Aave,2023-01-28,208
aave,Aave,2023-02-02,209
aave,Aave,2023-02-03,211
aave,Aave,2023-02-06,212
aave,Aave,2023-02-07,213
aave,Aave,2023-02-09,215
aave,Aave,2023-02-10,216
aave,Aave,2023-02-13,218
aave,Aave,2023-02-14,219
aave,Aave,2023-02-18,222
aave,Aave,2023-02-19,223
aave,Aave,2023-02-20,224
aave,Aave,2023-02-21,227
aave,Aave,2023-02-23,228
aave,Aave,2023-02-24,229
aave,Aave,2023-02-25,230
aave,Aave,2023-02-26,232
aave,Aave,2023-02-27,234
aave,Aave,2023-03-01,235
aave,Aave,2023-03-03,237
aave,Aave,2023-03-05,239
aave,Aave,2023-03-09,240
aave,Aave,2023-03-10,242
aave,Aave,2023-03-11,243
aave,Aave,2023-03-13,248
aave,Aave,2023-03-14,252
aave,Aave,2023-03-16,254
aave,Aave,2023-03-19,255
aave,Aave,2023-03-20,256
aave,Aave,2023-03-22,257
aave,Aave,2023-03-23,258
aave,Aave,2023-03-26,259
aave,Aave,2023-03-28,261
aave,Aave,2023-03-29,263
aave,Aave,2023-03-30,267
aave,Aave,2023-03-31,271
aave,Aave,2023-04-01,272
aave,Aave,2023-04-03,274
aave,Aave,2023-04-05,275
aave,Aave,2023-04-07,276
aave,Aave,2023-04-08,277
aave,Aave,2023-04-10,279
aave,Aave,2023-04-12,280
aave,Aave,2023-04-15,282
aave,Aave,2023-04-16,283
aave,Aave,2023-04-17,284
aave,Aave,2023-04-18,285
aave,Aave,2023-04-24,288
aave,Aave,2023-04-28,289
aave,Aave,2023-04-30,291
aave,Aave,2023-05-01,294
aave,Aave,2023-05-03,295
aave,Aave,2023-05-05,298
aave,Aave,2023-05-07,300
aave,Aave,2023-05-09,301
aave,Aave,2023-05-12,303
aave,Aave,2023-05-13,305
aave,Aave,2023-05-17,306
aave,Aave,2023-05-19,314
aave,Aave,2023-05-20,316
aave,Aave,2023-05-23,317
aave,Aave,2023-05-24,318
aave,Aave,2023-05-25,320
aave,Aave,2023-05-28,321
aave,Aave,2023-06-01,326
aave,Aave,2023-06-03,327
aave,Aave,2023-06-05,328
aave,Aave,2023-06-08,329
aave,Aave,2023-06-09,330
aave,Aave,2023-06-10,331
aave,Aave,2023-06-11,333
aave,Aave,2023-06-15,334
aave,Aave,2023-06-16,335
aave,Aave,2023-06-17,339
aave,Aave,2023-06-22,341
aave,Aave,2023-06-23,342
aave,Aave,2023-06-25,343
aave,Aave,2023-06-27,344
aave,Aave,2023-06-30,348
aave,Aave,2023-07-01,349
aave,Aave,2023-07-02,354
aave,Aave,2023-07-06,355
aave,Aave,2023-07-07,356
aave,Aave,2023-07-08,358
aave,Aave,2023-07-09,361
