id,name,date,cumulative_proposals
aave,Aave,2022-02-22,89
aave,Aave,2022-02-23,90
aave,Aave,2022-02-24,91
aave,Aave,2022-02-28,92
aave,Aave,2022-03-02,94
aave,Aave,2022-03-09,95
aave,Aave,2022-03-10,96
aave,Aave,2022-03-23,97
aave,Aave,2022-04-01,98
aave,Aave,2022-04-06,99
aave,Aave,2022-04-07,100
aave,Aave,2022-04-11,101
aave,Aave,2022-04-13,103
aave,Aave,2022-04-17,104
aave,Aave,2022-04-27,105
aave,Aave,2022-04-30,106
aave,Aave,2022-05-02,107
aave,Aave,2022-05-07,108
aave,Aave,2022-05-08,109
aave,Aave,2022-05-11,112
aave,Aave,2022-05-12,113
aave,Aave,2022-05-25,114
aave,Aave,2022-06-01,115
aave,Aave,2022-06-05,117
aave,Aave,2022-06-08,118
aave,Aave,2022-06-10,119
aave,Aave,2022-06-11,120
aave,Aave,2022-06-19,121
aave,Aave,2022-06-30,122
aave,Aave,2022-07-10,125
aave,Aave,2022-07-11,126
aave,Aave,2022-07-14,127
aave,Aave,2022-07-16,128
aave,Aave,2022-07-18,129
aave,Aave,2022-07-27,131
aave,Aave,2022-07-30,133
aave,Aave,2022-07-31,137
aave,Aave,2022-08-07,138
aave,Aave,2022-08-09,139
aave,Aave,2022-08-11,141
aave,Aave,2022-08-12,142
aave,Aave,2022-08-14,143
aave,Aave,2022-08-20,144
aave,Aave,2022-08-21,145
aave,Aave,2022-08-23,146
aave,Aave,2022-08-24,147
aave,Aave,2022-08-26,148
aave,Aave,2022-08-29,150
aave,Aave,2022-09-01,151
aave,Aave,2022-09-02,152
aave,Aave,2022-09-03,153
aave,Aave,2022-09-04,154
aave,Aave,2022-09-16,155
aave,Aave,2022-09-23,157
aave,Aave,2022-09-27,159
aave,Aave,2022-09-28,160
aave,Aave,2022-09-30,161
aave,Aave,2022-10-02,162
aave,Aave,2022-10-09,163
aave,Aave,2022-10-11,165
aave,Aave,2022-10-27,166
aave,Aave,2022-10-28,168
aave,Aave,2022-10-31,169
aave,Aave,2022-11-02,170
aave,Aave,2022-11-03,171
aave,Aave,2022-11-05,172
aave,Aave,2022-11-10,173
aave,Aave,2022-11-21,175
