name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,5019342878.0
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1638106262.0
Yearn Finance,yfi,yearn-finance,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,179437526.0
Balancer,bal,balancer,0xba100000625a3754423978a60c9317c58a424e3d,129808200.0
Index Coop,index,index-cooperative,0x0954906da0bf32d5479e25f46056d22f08464cab,18585406.0
Spectra,spectra,apwine,0x4104b135dbc9609fc1a9490e61369036497660c8,5222535.0
