name,symbol,id,market_cap
Ethereum,eth,ethereum,197803774139.33786
Tether,usdt,tether,82859256820.49013
BNB,bnb,binancecoin,33290878918.544506
USDC,usdc,usd-coin,26180791288.094017
Lido Staked Ether,steth,staked-ether,14028219078.489252
Toncoin,ton,the-open-network,6020778395.484217
Polygon,matic,matic-network,5109117382.069607
Shiba Inu,shib,shiba-inu,4705938616.691666
Wrapped Bitcoin,wbtc,wrapped-bitcoin,4232250743.3600326
Dai,dai,dai,3895674528.070289
LEO Token,leo,leo-token,3631221599.841115
Uniswap,uni,uniswap,3286383181.1671214
Chainlink,link,chainlink,3160239567.9577518
BUSD,busd,binance-usd,2972583336.069528
TrueUSD,tusd,true-usd,2903797904.117995
OKB,okb,okb,2573872468.3893743
Mantle,mnt,mantle,1450555449.6532657
Quant,qnt,quant-network,1444625179.3969753
Lido DAO,ldo,lido-dao,1385154408.0285964
Cronos,cro,crypto-com-chain,1319791522.8681924
Arbitrum,arb,arbitrum,1166792090.229011
NEAR Protocol,near,near,1086021960.792235
Maker,mkr,maker,1040776737.5952027
Rocket Pool ETH,reth,rocket-pool-eth,925161331.9456127
XDC Network,xdc,xdce-crowd-sale,817568267.0434793
The Graph,grt,the-graph,811382324.387643
Aave,aave,aave,806175780.8694373
Frax,frax,frax,804338185.0535605
WhiteBIT Coin,wbt,whitebit,774235864.7116349
USDD,usdd,usdd,722964730.4643685
The Sandbox,sand,the-sandbox,640179202.285621
Immutable,imx,immutable-x,629161644.7599797
Synthetix Network,snx,havven,622842846.0478402
Axie Infinity,axs,axie-infinity,610285517.3346726
Bitget Token,bgb,bitget-token,596364446.05973
Injective,inj,injective-protocol,584480019.3827645
Rollbit Coin,rlb,rollbit-coin,571497814.8410524
Fantom,ftm,fantom,561471298.5637267
Decentraland,mana,decentraland,541818386.5534596
Gate,gt,gatechain-token,531653619.9822387
ApeCoin,ape,apecoin,526618060.9654686
Render,render,render-token,509159518.95292
Pax Dollar,usdp,paxos-standard,505005051.47050315
GALA,gala,gala,485445520.5338087
PAX Gold,paxg,pax-gold,478134460.44494176
Tether Gold,xaut,tether-gold,478058975.8593029
cETH,ceth,compound-ether,461705633.8428047
Rocket Pool,rpl,rocket-pool,441796896.9312828
Chiliz,chz,chiliz,421093255.62418735
Frax Ether,frxeth,frax-ether,421080847.57204515
Frax Share,fxs,frax-share,411052669.81261283
Tokenize Xchange,tkx,tokenize-xchange,405741269.9747715
Curve DAO,crv,curve-dao-token,392818733.5338339
dYdX,ethdydx,dydx,385331542.5555742
BitTorrent,btt,bittorrent,384430192.5608016
Huobi,ht,huobi-token,374963136.30655414
First Digital USD,fdusd,first-digital-usd,362475324.1553002
Pepe,pepe,pepe,339016754.5944915
NEXO,nexo,nexo,332094788.6963437
Coinbase Wrapped Staked ETH,cbeth,coinbase-wrapped-staked-eth,330819835.14132
Nexus Mutual,nxm,nxm,318655358.9599622
Gemini Dollar,gusd,gemini-dollar,310862084.86709493
Staked Frax Ether,sfrxeth,staked-frax-ether,294326881.3902546
WOO,woo,woo-network,291103265.3245205
Liquity USD,lusd,liquity-usd,290076156.1289052
Astar,astr,astar,288052471.5027688
Compound,comp,compound-governance-token,281334755.7468723
MX,mx,mx-token,276141650.92444664
Zilliqa,zil,zilliqa,273608254.40736425
cUSDC,cusdc,compound-usd-coin,270849988.07315207
Bone ShibaSwap,bone,bone-shibaswap,267929377.52005422
ECOMI,omi,ecomi,265436825.36079967
Gnosis,gno,gnosis,262206116.0148821
PancakeSwap,cake,pancakeswap-token,259270323.34534186
SafePal,sfp,safepal,256423362.01581365
Basic Attention,bat,basic-attention-token,252753241.78896743
1inch,1inch,1inch,251852947.6062338
tomiNet,tomi,tominet,250966626.19172922
Illuvium,ilv,illuvium,246588456.74870092
Artificial Superintelligence Alliance,fet,fetch-ai,238502291.63466343
Enjin Coin,enj,enjincoin,234330604.6430364
Huobi BTC,hbtc,huobi-btc,232014622.88790435
Escoin,elg,escoin-token,228752259.23020595
Euro Tether,eurt,tether-eurt,223766095.48651227
Loopring,lrc,loopring,223223959.29320803
Convex Finance,cvx,convex-finance,220779440.00485057
SingularityNET,agix,singularitynet,220016181.65407288
Mask Network,mask,mask-network,212844467.1768772
DeFiChain,dfi,defichain,210530171.1261361
Ethereum Name Service,ens,ethereum-name-service,201477351.06355187
Livepeer,lpt,livepeer,198459236.15854555
cDAI,cdai,cdai,195245826.99290976
Open Exchange Token,ox old,open-exchange-token,194614544.32015595
Olympus,ohm,olympus,187948724.61220002
Holo,hot,holotoken,186769840.25084674
Ankr Network,ankr,ankr,185916801.4863567
Blur,blur,blur,182818488.5992819
yearn.finance,yfi,yearn-finance,182282093.92051005
Baby Doge Coin,babydoge,baby-doge-coin,175454166.09344378
JasmyCoin,jasmy,jasmycoin,175437274.8848177
