name,symbol,id,market_cap
Ethereum,eth,ethereum,218052557576.0985
Tether,usdt,tether,84693605222.46228
BNB,bnb,binancecoin,34806395605.087616
USDC,usdc,usd-coin,24741908093.14662
Lido Staked Ether,steth,staked-ether,15984316106.288525
Toncoin,ton,the-open-network,7682174923.491705
Chainlink,link,chainlink,6305175405.467106
Polygon,matic,matic-network,5875386175.231758
Wrapped Bitcoin,wbtc,wrapped-bitcoin,5677505159.648359
Shiba Inu,shib,shiba-inu,4585759109.800062
Dai,dai,dai,3749482940.1587143
LEO Token,leo,leo-token,3686182093.7879558
TrueUSD,tusd,true-usd,3343805861.581451
Uniswap,uni,uniswap,3123829338.429887
OKB,okb,okb,2709245294.865962
BUSD,busd,binance-usd,2007384966.9720397
Cronos,cro,crypto-com-chain,1630788516.8889065
Lido DAO,ldo,lido-dao,1622905412.478917
Quant,qnt,quant-network,1500935551.4815376
NEAR Protocol,near,near,1320222419.9292283
Maker,mkr,maker,1232664302.3381424
Arbitrum,arb,arbitrum,1202876329.0781374
Aave,aave,aave,1186626849.2292657
Injective,inj,injective-protocol,1185421296.667568
Mantle,mnt,mantle,1179674079.101587
Rocket Pool ETH,reth,rocket-pool-eth,1056066004.0627484
The Graph,grt,the-graph,966355490.9444116
Render,render,render-token,879671102.5069821
Immutable,imx,immutable-x,794358721.1858662
WhiteBIT Coin,wbt,whitebit,783622419.3873591
XDC Network,xdc,xdce-crowd-sale,737907460.9918711
Synthetix Network,snx,havven,736448648.8343085
USDD,usdd,usdd,725937148.3133717
Axie Infinity,axs,axie-infinity,717568302.910361
The Sandbox,sand,the-sandbox,716794475.7429309
Rollbit Coin,rlb,rollbit-coin,702750945.709361
Bitget Token,bgb,bitget-token,681437729.4582791
Fantom,ftm,fantom,674743378.8595104
Frax,frax,frax,671451383.7503674
Decentraland,mana,decentraland,668760588.5717593
First Digital USD,fdusd,first-digital-usd,563386963.6437896
GALA,gala,gala,524076278.0928192
cWBTC,cwbtc,compound-wrapped-btc,523284825.48836666
Gate,gt,gatechain-token,518784820.43966866
Frax Ether,frxeth,frax-ether,507902700.0468692
Tether Gold,xaut,tether-gold,489880209.5022982
ApeCoin,ape,apecoin,488727348.7187135
Pepe,pepe,pepe,481648576.10391337
PAX Gold,paxg,pax-gold,479936517.26126057
Chiliz,chz,chiliz,463514509.0698547
Rocket Pool,rpl,rocket-pool,463063659.56034243
Tokenize Xchange,tkx,tokenize-xchange,460889282.9750827
cETH,ceth,compound-ether,459083618.28740263
BitTorrent,btt,bittorrent,444881123.9771032
Pax Dollar,usdp,paxos-standard,439333128.4369996
Frax Share,fxs,frax-share,433484618.9760425
Curve DAO,crv,curve-dao-token,429924174.8152953
dYdX,ethdydx,dydx,410974382.77594334
Huobi,ht,huobi-token,386471303.49625146
WOO,woo,woo-network,375260683.80691487
Artificial Superintelligence Alliance,fet,fetch-ai,374668751.5395659
Staked Frax Ether,sfrxeth,staked-frax-ether,374262562.3205352
Coinbase Wrapped Staked ETH,cbeth,coinbase-wrapped-staked-eth,365130850.8043585
Fasttoken,ftn,fasttoken,359703731.0480037
NEXO,nexo,nexo,357527145.879065
Nexus Mutual,nxm,nxm,349375372.93793684
Zilliqa,zil,zilliqa,326788395.15937
FLOKI,floki,floki,324259703.2357621
Compound,comp,compound-governance-token,313197675.553926
Huobi BTC,hbtc,huobi-btc,311497516.65700245
Basic Attention,bat,basic-attention-token,308801516.9486901
Polymath,poly,polymath,307067794.1891343
1inch,1inch,1inch,305197620.3189057
SafePal,sfp,safepal,292493317.6467851
Illuvium,ilv,illuvium,292109421.52494985
Astar,astr,astar,284181321.32166284
SingularityNET,agix,singularitynet,283042142.2789529
Gnosis,gno,gnosis,283013159.5773864
Tellor Tributes,trb,tellor,281303969.3813352
MX,mx,mx-token,279631741.73678017
PancakeSwap,cake,pancakeswap-token,279057786.3262639
Enjin Coin,enj,enjincoin,250742713.40805
Holo,hot,holotoken,246851850.65626416
Blur,blur,blur,245926148.15085033
Loopring,lrc,loopring,244259057.97718376
Mask Network,mask,mask-network,241291014.89208832
GMT,gmt,stepn,238000635.5191206
Convex Finance,cvx,convex-finance,229536349.38912123
Escoin,elg,escoin-token,228752259.23020595
Ankr Network,ankr,ankr,228238527.5985759
Worldcoin,wld,worldcoin-wld,226815606.0900941
Liquity USD,lusd,liquity-usd,224087718.7152806
Golem,glm,golem,219120931.9764807
ECOMI,omi,ecomi,215974886.09089285
DeFiChain,dfi,defichain,211795636.98858118
WAX,waxp,wax,211066197.51594636
IoTeX,iotx,iotex,204657939.2810579
Status,snt,status,202031870.88087
Merit Circle,mc,merit-circle,200119827.08193058
Ethereum Name Service,ens,ethereum-name-service,199058371.63272095
