name,symbol,id,market_cap
Ethereum,eth,ethereum,403025040377.09424
Tether,usdt,tether,98821123301.17656
BNB,bnb,binancecoin,61636826474.480034
Lido Staked Ether,steth,staked-ether,32976259786.278687
USDC,usdc,usd-coin,28737795515.852936
Chainlink,link,chainlink,11347407778.110456
Wrapped Bitcoin,wbtc,wrapped-bitcoin,9572193601.691652
Polygon,matic,matic-network,9324066959.217337
Toncoin,ton,the-open-network,8626760145.59245
Uniswap,uni,uniswap,8456491766.085237
Shiba Inu,shib,shiba-inu,7450159925.069149
Dai,dai,dai,5007369716.158535
Immutable,imx,immutable-x,4448298447.042328
LEO Token,leo,leo-token,4421589737.001411
NEAR Protocol,near,near,4033499814.5773935
Injective,inj,injective-protocol,3629574005.393683
First Digital USD,fdusd,first-digital-usd,3282565779.603816
OKB,okb,okb,3115354325.8336835
Lido DAO,ldo,lido-dao,3007736497.6324625
Mantle,mnt,mantle,2910318739.95652
Cronos,cro,crypto-com-chain,2908670544.489439
Render,render,render-token,2831015780.4947605
The Graph,grt,the-graph,2648316166.2108603
Arbitrum,arb,arbitrum,2486593354.8735576
Rocket Pool ETH,reth,rocket-pool-eth,2044780865.21667
Maker,mkr,maker,1937358692.7797282
Mantle Staked Ether,meth,mantle-staked-ether,1796365136.2766352
Beam,beam,beam-2,1678451155.8537524
Quant,qnt,quant-network,1673929410.7556279
Aave,aave,aave,1560266260.782745
Artificial Superintelligence Alliance,fet,fetch-ai,1538283563.7840645
Bonk,bonk,bonk,1460604082.9422581
The Sandbox,sand,the-sandbox,1371130455.2588844
Synthetix Network,snx,havven,1370444189.7029402
GALA,gala,gala,1370023726.5898693
Bitget Token,bgb,bitget-token,1355906805.8582907
Axie Infinity,axs,axie-infinity,1318778580.0388558
Fantom,ftm,fantom,1306252595.1729634
TrueUSD,tusd,true-usd,1289103512.8510525
Starknet,strk,starknet,1277324527.8792355
Tokenize Xchange,tkx,tokenize-xchange,1275381859.4057524
Chiliz,chz,chiliz,1259600635.5499403
Decentraland,mana,decentraland,1236004231.5690806
BitTorrent,btt,bittorrent,1189731055.4631057
Pepe,pepe,pepe,1150665187.364676
ApeCoin,ape,apecoin,1136944815.063996
WhiteBIT Coin,wbt,whitebit,1117145087.4415987
Blur,blur,blur,1045906484.9559687
Worldcoin,wld,worldcoin-wld,1041415895.7242287
Frax Ether,frxeth,frax-ether,1025899049.8631192
dYdX,ethdydx,dydx,1005524412.4812452
Gnosis,gno,gnosis,1003728103.947999
JasmyCoin,jasmy,jasmycoin,973991370.8059785
WOO,woo,woo-network,962065340.9813031
SingularityNET,agix,singularitynet,887372899.3168311
Axelar,axl,axelar,879336513.6776854
Astar,astr,astar,873519025.9172333
Swell Ethereum,sweth,sweth,820213723.513129
CorgiAI,corgiai,corgiai,798625714.8955305
NEXO,nexo,nexo,769995642.0812454
Staked Frax Ether,sfrxeth,staked-frax-ether,743348889.6473013
USDD,usdd,usdd,735150306.9340107
PancakeSwap,cake,pancakeswap-token,729687617.7303851
Illuvium,ilv,illuvium,718761809.7249533
Frax Share,fxs,frax-share,692296730.076888
Gate,gt,gatechain-token,684798433.3581097
Curve DAO,crv,curve-dao-token,681630889.2569699
Ribbon Finance,rbn,ribbon-finance,670607541.6456519
Coinbase Wrapped Staked ETH,cbeth,coinbase-wrapped-staked-eth,661196310.245948
Frax,frax,frax,647422551.7485582
Ethereum Name Service,ens,ethereum-name-service,647283485.3933707
Rocket Pool,rpl,rocket-pool,629080363.534754
Ondo,ondo,ondo-finance,627772940.7419258
Compound,comp,compound-governance-token,626196256.2512013
Enjin Coin,enj,enjincoin,605340059.8607181
Metis,metis,metis-token,590499833.2892329
Ethena USDe,usde,ethena-usde,585047738.3919927
1inch,1inch,1inch,583960226.5002402
XDC Network,xdc,xdce-crowd-sale,572612119.9070786
SuperVerse,super,superfarm,562885043.9602855
IoTeX,iotx,iotex,562461500.994871
GMT,gmt,stepn,543634846.9553472
Fasttoken,ftn,fasttoken,538557325.7594674
FLOKI,floki,floki,534952458.6655455
ZetaChain,zeta,zetachain,532334763.37245756
Kujira,kuji,kujira,530633937.6976305
Echelon Prime,prime,echelon-prime,528259160.776669
AltLayer,alt,altlayer,507184647.55117655
Ocean Protocol,ocean,ocean-protocol,505662358.9498703
SKALE,skl,skale,503905659.93747544
Tether Gold,xaut,tether-gold,503556705.6732253
Zilliqa,zil,zilliqa,494521338.3871808
Holo,hot,holotoken,492848496.12746394
cWBTC,cwbtc,compound-wrapped-btc,478226569.3097142
cETH,ceth,compound-ether,470902213.4078123
aelf,elf,aelf,455308662.0412477
Mask Network,mask,mask-network,431406035.8765818
Stader ETHx,ethx,stader-ethx,420977470.2123362
Livepeer,lpt,livepeer,420028404.57294637
Arkham,arkm,arkham,418001528.8924879
