name,symbol,id,market_cap
Ethereum,eth,ethereum,232417040695.4234
Tether,usdt,tether,83284621552.31244
BNB,bnb,binancecoin,37477654423.359566
USDC,usdc,usd-coin,27367221915.429714
Lido Staked Ether,steth,staked-ether,14468983365.519205
Polygon,matic,matic-network,6156016588.621978
Wrapped Bitcoin,wbtc,wrapped-bitcoin,4778853380.737383
Shiba Inu,shib,shiba-inu,4462811113.622696
Dai,dai,dai,4338721119.140122
BUSD,busd,binance-usd,4131128241.124536
Uniswap,uni,uniswap,3974301621.318058
LEO Token,leo,leo-token,3726549568.0646772
Chainlink,link,chainlink,3256610967.042568
TrueUSD,tusd,true-usd,3054487500.075063
OKB,okb,okb,2681308567.0640407
Toncoin,ton,the-open-network,2008292634.3537633
Lido DAO,ldo,lido-dao,1804832493.0241182
Quant,qnt,quant-network,1566516980.6024346
Arbitrum,arb,arbitrum,1474509657.6160429
Cronos,cro,crypto-com-chain,1472744577.9830577
NEAR Protocol,near,near,1279622832.6474416
Aave,aave,aave,1017755922.8950274
Frax,frax,frax,1003050033.2605362
Pax Dollar,usdp,paxos-standard,985393289.6338577
Rocket Pool ETH,reth,rocket-pool-eth,959491362.4058185
The Graph,grt,the-graph,953677399.744335
Fantom,ftm,fantom,850930828.4771868
ApeCoin,ape,apecoin,818970777.3397163
The Sandbox,sand,the-sandbox,781527824.2695363
Immutable,imx,immutable-x,771807774.0985736
WhiteBIT Coin,wbt,whitebit,756636589.3158357
Rocket Pool,rpl,rocket-pool,751207983.0468713
Render,render,render-token,749526097.469782
Maker,mkr,maker,748682348.8007407
USDD,usdd,usdd,737483752.1514459
Synthetix Network,snx,havven,734133324.1433904
Decentraland,mana,decentraland,706670190.196509
Pepe,pepe,pepe,695544815.2208881
Axie Infinity,axs,axie-infinity,686256955.9983383
Bitget Token,bgb,bitget-token,685099087.4652421
Curve DAO,crv,curve-dao-token,658047894.8862714
Injective,inj,injective-protocol,642517059.595651
Gate,gt,gatechain-token,598721829.9577668
GALA,gala,gala,597207682.011413
Gemini Dollar,gusd,gemini-dollar,566258838.0814954
cETH,ceth,compound-ether,499452861.5495022
PAX Gold,paxg,pax-gold,483183708.6341223
Tokenize Xchange,tkx,tokenize-xchange,476574721.32608443
Tether Gold,xaut,tether-gold,472924425.03271353
Frax Ether,frxeth,frax-ether,451508128.8338569
BitTorrent,btt,bittorrent,451460038.1810875
Huobi,ht,huobi-token,446906324.17803353
XDC Network,xdc,xdce-crowd-sale,437830664.24331695
Frax Share,fxs,frax-share,421952013.3217955
Chiliz,chz,chiliz,403815145.3559575
WOO,woo,woo-network,395432588.86957973
FLEX Coin,flex,flex-coin,391058718.6022576
Compound,comp,compound-governance-token,382203787.5649008
Nexus Mutual,nxm,nxm,368531304.6331061
NEXO,nexo,nexo,360620885.43579996
Zilliqa,zil,zilliqa,350293989.00838137
dYdX,ethdydx,dydx,346609983.7616361
cUSDC,cusdc,compound-usd-coin,335351686.7449082
PancakeSwap,cake,pancakeswap-token,327759866.54901415
Gnosis,gno,gnosis,305623691.7093651
1inch,1inch,1inch,298814921.5704705
Enjin Coin,enj,enjincoin,296919195.6583125
Basic Attention,bat,basic-attention-token,296032359.3204051
Convex Finance,cvx,convex-finance,294581514.1448545
tomiNet,tomi,tominet,290890193.86038923
SingularityNET,agix,singularitynet,290663325.3391592
Staked Frax Ether,sfrxeth,staked-frax-ether,290662537.7917248
Loopring,lrc,loopring,287944063.7010218
FLOKI,floki,floki,283880753.4864882
Liquity USD,lusd,liquity-usd,283665348.7973686
Mask Network,mask,mask-network,281711285.899226
Huobi BTC,hbtc,huobi-btc,273380103.7652638
MX,mx,mx-token,269215082.13577425
DeFiChain,dfi,defichain,258787602.18891957
Illuvium,ilv,illuvium,255758261.07629332
Blur,blur,blur,252377148.10818085
Holo,hot,holotoken,244271082.39626202
Ethereum Name Service,ens,ethereum-name-service,238672257.85905692
Artificial Superintelligence Alliance,fet,fetch-ai,236805534.5650606
cDAI,cdai,cdai,232210980.6111672
Escoin,elg,escoin-token,228752259.23020595
Worldcoin,wld,worldcoin-wld,228624084.43289766
Euro Tether,eurt,tether-eurt,224717671.69889316
GMT,gmt,stepn,224153639.35594106
yearn.finance,yfi,yearn-finance,218872677.6361942
Bone ShibaSwap,bone,bone-shibaswap,214079500.50110215
Baby Doge Coin,babydoge,baby-doge-coin,212237870.3312951
Solar,sxp,swipe,203806970.15435037
JasmyCoin,jasmy,jasmycoin,202290167.45393836
Balancer,bal,balancer,201695033.34996027
BTSE Token,btse,btse-token,199214034.84752378
Waves,waves,waves,198777590.4958386
Astar,astr,astar,195356645.82538316
Audius,audio,audius,193359524.38847592
Olympus,ohm,olympus,192839249.6724255
