name,symbol,id,market_cap
Ethereum,eth,ethereum,219903281108.44144
Tether,usdt,tether,79808588133.30806
BNB,bnb,binancecoin,50095782784.537506
USDC,usdc,usd-coin,32545003021.415047
Lido Staked Ether,steth,staked-ether,10743770851.14807
Polygon,matic,matic-network,10176687054.126568
BUSD,busd,binance-usd,7561675921.397994
Shiba Inu,shib,shiba-inu,6413441471.980123
Dai,dai,dai,5098592325.802062
Uniswap,uni,uniswap,4573417060.292017
Wrapped Bitcoin,wbtc,wrapped-bitcoin,4295392847.659299
Chainlink,link,chainlink,3933941376.1439433
Toncoin,ton,the-open-network,3333228202.385648
LEO Token,leo,leo-token,3258772869.858126
OKB,okb,okb,2519889735.985198
Lido DAO,ldo,lido-dao,2118961661.883554
TrueUSD,tusd,true-usd,2036984704.5746155
Quant,qnt,quant-network,1821897074.913029
Arbitrum,arb,arbitrum,1781418598.6181686
Cronos,cro,crypto-com-chain,1747887969.532065
NEAR Protocol,near,near,1730503895.1705103
ApeCoin,ape,apecoin,1544669171.3560183
Fantom,ftm,fantom,1331044354.2012508
The Graph,grt,the-graph,1298001706.2979636
The Sandbox,sand,the-sandbox,1147495537.8112526
Decentraland,mana,decentraland,1077917437.622215
Aave,aave,aave,1067120402.0179865
Frax,frax,frax,1043971260.3072418
Immutable,imx,immutable-x,1040589630.1113067
Axie Infinity,axs,axie-infinity,972915010.6937332
Rocket Pool,rpl,rocket-pool,850092150.5059628
Synthetix Network,snx,havven,811303092.3015406
WhiteBIT Coin,wbt,whitebit,769777251.1172522
Pax Dollar,usdp,paxos-standard,758209762.2370147
Gate,gt,gatechain-token,728150145.1371131
Curve DAO,crv,curve-dao-token,723557355.5684592
USDD,usdd,usdd,716748132.6493322
PancakeSwap,cake,pancakeswap-token,676144141.476816
Chiliz,chz,chiliz,645422881.1220982
Frax Share,fxs,frax-share,636421892.7213552
Maker,mkr,maker,619714778.4219832
BitTorrent,btt,bittorrent,603723468.9970497
Huobi,ht,huobi-token,591864459.4238162
XDC Network,xdc,xdce-crowd-sale,587995164.2610588
Bitget Token,bgb,bitget-token,554399687.1935554
cETH,ceth,compound-ether,538201504.0026586
SingularityNET,agix,singularitynet,510991410.013131
Tokenize Xchange,tkx,tokenize-xchange,510313691.3465094
PAX Gold,paxg,pax-gold,508346173.4127059
Render,render,render-token,494439017.47142994
Mask Network,mask,mask-network,494148054.4864505
Tether Gold,xaut,tether-gold,490266833.1055011
cUSDC,cusdc,compound-usd-coin,483374008.09410614
Zilliqa,zil,zilliqa,478544636.4387993
1inch,1inch,1inch,465099364.52225256
Loopring,lrc,loopring,450334408.20189816
Rocket Pool ETH,reth,rocket-pool-eth,423387096.1634744
Enjin Coin,enj,enjincoin,408790126.6956648
Baby Doge Coin,babydoge,baby-doge-coin,407617861.2672463
Convex Finance,cvx,convex-finance,407102857.2115082
NEXO,nexo,nexo,402595767.0815168
Basic Attention,bat,basic-attention-token,399999903.6221776
Gemini Dollar,gusd,gemini-dollar,392184204.98064643
dYdX,ethdydx,dydx,390028919.553396
Artificial Superintelligence Alliance,fet,fetch-ai,384413761.94239056
Holo,hot,holotoken,382998337.4997804
Injective,inj,injective-protocol,378667135.0214205
cDAI,cdai,cdai,375842972.2866957
BTSE Token,btse,btse-token,372470821.0311245
DeFiChain,dfi,defichain,371287483.0238032
Solar,sxp,swipe,364636190.14999914
WOO,woo,woo-network,360655760.0126067
Ethereum Name Service,ens,ethereum-name-service,347740504.2140371
Nexus Mutual,nxm,nxm,341737902.57486326
FLOKI,floki,floki,328096358.7800202
GALA,gala,gala,313265422.13868165
Magic,magic,magic,301372007.00600576
Compound,comp,compound-governance-token,296307269.7738688
Gnosis,gno,gnosis,295053423.12843794
yearn.finance,yfi,yearn-finance,288161149.8100804
Ankr Network,ankr,ankr,286984791.2274117
Olympus,ohm,olympus,285541166.43321925
Audius,audio,audius,282794601.94118136
Balancer,bal,balancer,281496968.8817041
Blur,blur,blur,276594713.5462584
Astar,astr,astar,275254890.6051686
Liquity USD,lusd,liquity-usd,270869731.82170063
FLEX Coin,flex,flex-coin,269887118.098201
SSV Network,ssv,ssv-network,269205691.0278872
IoTeX,iotx,iotex,267058768.9600301
Huobi BTC,hbtc,huobi-btc,254746837.8500091
JasmyCoin,jasmy,jasmycoin,251504597.94717297
GMT,gmt,stepn,250118193.36139372
0x Protocol,zrx,0x,249587686.5529777
Bone ShibaSwap,bone,bone-shibaswap,246970001.36357746
Astrafer,astrafer,astrafer,245078932.36708692
Golem,glm,golem,244245790.8311898
DAO Maker,dao,dao-maker,236199635.06293994
Frax Ether,frxeth,frax-ether,233490014.79147926
Band Protocol,band,band-protocol,232572389.7995374
