Balance,Holder
{'Amount': '21672.364231829550842074'},{'Address': '0x539caaab219b81d65085ddaf468a13cac491d12e'}
{'Amount': '21215.000000000000000000'},{'Address': '0x825bacb7fab158f4aa5c44208a2c29d1dfeb4a43'}
{'Amount': '21181.150212099913326796'},{'Address': '0x0b05dcb04f7c4e4f034c069b9ecd50b7a9468e49'}
{'Amount': '21112.764191982359995821'},{'Address': '0x4926a5d91cf82fa80087d9cd002b8a3d4a5d6f5e'}
{'Amount': '20836.936685574225892651'},{'Address': '0xcce810ab3fa880eca2ce8c00bf5cc9f20cfe0783'}
{'Amount': '20827.694117960433604508'},{'Address': '0xe89f5b07a11b77785cd4bc51f756d2a734031618'}
{'Amount': '20589.244206489622289173'},{'Address': '0x352a0500b2b2cc68a7fe73784e1428a806f8773f'}
{'Amount': '20245.250256947489136044'},{'Address': '0x6d0c2208d34f2eca9499134dee5a2123e5eb272f'}
{'Amount': '20025.896091151407303131'},{'Address': '0x758cb30517b9b80ba4d617e5258980c974d14565'}
{'Amount': '20000.000000000000000000'},{'Address': '0x0fc69323e91db5e229d1afaa7d5cdc29817fe512'}
{'Amount': '19973.318305948835762919'},{'Address': '0x076b258a9e07e3e2a5b25e8ae12e9abc1a4ce0b3'}
{'Amount': '19721.294475337214520815'},{'Address': '0x485f5df0654c8405d6124821e95f093adec1b16b'}
{'Amount': '19215.793987083133666060'},{'Address': '0x107ff2d8c2b65baee73bdf9ef47c470cfa5ad4e6'}
{'Amount': '18647.000000000000000000'},{'Address': '0xc699a413d0917e2d639d5ed577792b1d17e0b3a0'}
{'Amount': '18155.420802679239697681'},{'Address': '0x13f0bf645e128c4f7fa3465758f8b77110ac0583'}
{'Amount': '17120.470551312891479080'},{'Address': '0xbf4ca3fc4a64ea89a503c0cb47f4b8a0a2b3a136'}
{'Amount': '17041.171102199946368193'},{'Address': '0x7ef1b4d0d7bfef10d66a82e2a7c30639d40d1326'}
{'Amount': '16717.267562599316177873'},{'Address': '0x639d20f70bcc01a25355720ef6590beab6e4a0e7'}
{'Amount': '15911.000000000000000000'},{'Address': '0x437687213bcc9fd93c08c5596b6acf25aae63023'}
{'Amount': '15760.677407422858141079'},{'Address': '0xaea8c6444a5e4efd738a6ec51f3d0ed0928c110b'}
{'Amount': '15705.806411213140396198'},{'Address': '0xbfe91fd8d3506a1bf973114271747019c01b41de'}
{'Amount': '15353.220158849096602441'},{'Address': '0x8ebed0ff2b0232b0aedbfe6e9c0f72ac72577869'}
{'Amount': '15214.784066755278450530'},{'Address': '0x1460d20f27d521965a9d2ea5108709d56dc73607'}
{'Amount': '15008.819628381612312568'},{'Address': '0x1daab53a95e27fdf1c3bf814ad4699095d081152'}
{'Amount': '14951.490496505756975054'},{'Address': '0x79da4dbfebfe8b56c183643f192df4bcac94d583'}
{'Amount': '13165.663656833902364800'},{'Address': '0xd2522c9d1d31784102b944ca314b6a00f6106dd2'}
{'Amount': '12826.973513509447806279'},{'Address': '0x7b8c9c60e3aacfc57c6aa717e1f426dea6c79d72'}
{'Amount': '12754.553949155560323256'},{'Address': '0x531d1c7f871e1112c88135e95cd2e98a9edeb65b'}
{'Amount': '12653.899085701323873980'},{'Address': '0x8fec806c9e94ff7ab2af3d7e4875c2381413f98e'}
{'Amount': '12505.734517859702968771'},{'Address': '0xaf026a8a003cc9f3ef6524e19746c9c1bfd83315'}
{'Amount': '12449.940436259072851070'},{'Address': '0x27a33493c7430574c4d8cd2d45a4a709cc8176d0'}
{'Amount': '12402.454248328816636205'},{'Address': '0xc02ca57ce4fd197bd34877791be417b03bccc049'}
{'Amount': '12246.465891555680272359'},{'Address': '0xb9a41231063493527c5d0a1ab1467863871faa9f'}
{'Amount': '12135.196138475819846548'},{'Address': '0x573ffb78679f3d07f1dd3228dd62035061dd97be'}
{'Amount': '11983.529812987681662352'},{'Address': '0x26235a422c82045bd0526a09d23fff563f306abc'}
{'Amount': '11730.381237346277134783'},{'Address': '0xf7b53f367223de357e062fd943343b4473b83653'}
{'Amount': '11634.267390619209198694'},{'Address': '0xb34c450ef0d90467b42b54632ac7d7f584bb9206'}
{'Amount': '11545.552111122855266387'},{'Address': '0xc8d46eb7881975f9ae15216feeba2ff58e55803c'}
{'Amount': '11505.945248902525537563'},{'Address': '0xdaf02f3490ff5ad4762c0c019ab2510b5e456543'}
{'Amount': '11097.446351432696100464'},{'Address': '0x02ee94f0c83a405badf94f5989dcde609296c540'}
{'Amount': '11083.878646220760058408'},{'Address': '0xca7c767854b1e7305de07247ab85e30543d1d9c9'}
{'Amount': '11000.449910331989749230'},{'Address': '0x0c1afc2da8d1df58ce884f875e2e667e2639524f'}
{'Amount': '10909.454925688241055345'},{'Address': '0x19dfdc194bb5cf599af78b1967dbb3783c590720'}
{'Amount': '10907.708117467928886242'},{'Address': '0x5c243f3f01a8c0284c218481ef21a6db68a8a2cc'}
{'Amount': '10852.364778385246844537'},{'Address': '0x34f4e8c6ff75c4cdf1f78f74e4c12307ae5346ae'}
{'Amount': '10766.444451377565098105'},{'Address': '0xfb27ea9e342b90d29144f2b02fce921ebb259b67'}
{'Amount': '10756.823493453354797813'},{'Address': '0xa06651299b9faf027b139a7206b749787ca90508'}
{'Amount': '10589.978629037932546774'},{'Address': '0x2a7e86f90215062ad6aac678a3586b3bfc73cd9c'}
{'Amount': '10561.399521594286478437'},{'Address': '0x631ea73794462cf9bf0a8a7ebf581c062c535b59'}
{'Amount': '10540.974731019955350682'},{'Address': '0x31692895da33e099e2ef78730c225cd2d38b1084'}
{'Amount': '10539.917943806295389085'},{'Address': '0x02652540af39b4e8ffcd6e7e6691d8e6457d62f6'}
{'Amount': '10396.583166120776332204'},{'Address': '0xe0d91a3e9266a25fafa978d29fdf692d5aa79bae'}
{'Amount': '10343.362919334276519245'},{'Address': '0xc0471f8a0ca9ac3e234448344284dca8e93e0b58'}
{'Amount': '10256.453699082078361995'},{'Address': '0xf71825235001ee58fdbe50aaf752656b4152e3d4'}
{'Amount': '10233.950252475193393040'},{'Address': '0x13514e3875a6bcab2a8f3aff6554910cbe926372'}
{'Amount': '10112.542455196854849103'},{'Address': '0xf47e3493991b05be2ed554cce0442fd1fb2a6436'}
{'Amount': '10033.331752948966596019'},{'Address': '0x5ac69d8beea56f6bd046fccbef4a170d5dc00d23'}
{'Amount': '10000.555053847295257381'},{'Address': '0x4f26fcd654d1a510c1f2ccf128014280218b1932'}
{'Amount': '10000.000000000752547523'},{'Address': '0x221dc58e1bf33818d151456427833c4213caf04c'}
{'Amount': '10000.000000000000000000'},{'Address': '0x634be7f3d7949ecc4ab5b1b50815ada75e2dc295'}
{'Amount': '9927.834440231322386432'},{'Address': '0xb286a69751da07df31eb2f9962bec077f351b0b1'}
{'Amount': '9855.830836760289742329'},{'Address': '0xe4cdd39e032f5a06ea57a5f1556db318bab4ac23'}
{'Amount': '9661.468891749496843871'},{'Address': '0x59bfff190d02762d1fc5f9635d6aa34b1359306b'}
{'Amount': '9496.669990303906880099'},{'Address': '0xdf1d85b68df38c6baedb3831f15e7f1f155b1a3f'}
{'Amount': '9400.165553092193734001'},{'Address': '0x045d84eb69e62857c9ac7078a91a33eae16c0ba3'}
{'Amount': '9276.952647167642269227'},{'Address': '0x78f1b4984ea680615347b2df8164b2824d3c83f0'}
{'Amount': '8968.406402046736644409'},{'Address': '0x3841ab2f0da8b6da02b676d2e41e28ec338ae000'}
{'Amount': '8958.305076186676789906'},{'Address': '0x61b6059cbcc864aeb4165a285433b28cecaf7688'}
{'Amount': '8860.742888662739100351'},{'Address': '0x073d987513ca27ae5801f389c6ec5bd8c84909b2'}
{'Amount': '8831.040454540234919047'},{'Address': '0x53162d78dca413d9e28cf62799d17a9e278b60e8'}
{'Amount': '8807.838261046502604901'},{'Address': '0x9ffe85b4571ee27f375c4fd1eb210698d3052b5d'}
{'Amount': '8775.331598423765267780'},{'Address': '0x94be29106b1af30cca46212a94c46a7f9814d986'}
{'Amount': '8750.751814127644332201'},{'Address': '0x4e66b05059dc5daefbb015bc81b8e9cadfa11cd9'}
{'Amount': '8679.174122730081437767'},{'Address': '0x7cf9f878942489b7a1725d628a9e59fb1b38ab27'}
{'Amount': '8496.701984063761622583'},{'Address': '0xdf93a8253ca2fabdb8d1b5c19fc372f3f9a49284'}
{'Amount': '8174.377232607609751994'},{'Address': '0x11e1b440e87d6a8c14620f06213b9e218a286271'}
{'Amount': '8166.444189902844194607'},{'Address': '0x4b81d61a7c522bf6cd6d3573353f21aae28e0cc8'}
{'Amount': '8160.211255533345165055'},{'Address': '0x46daeb2c4b3d16de081f6b0f3acf29a56cf89a54'}
{'Amount': '8156.275296305955712943'},{'Address': '0xd35d061af1c1f0e916def674468140dc7253da3d'}
{'Amount': '8099.204690948953838981'},{'Address': '0x103948c5e054ac42fc340e3622ebfaa4cf9423b1'}
{'Amount': '7985.214295668631247250'},{'Address': '0xedae60f1d7837b13eda3d3ba9f4da6b8463c07c8'}
{'Amount': '7961.989299645421928595'},{'Address': '0xf8d7b3eb5ead4aacaeb643bd6b278b9771c03c3b'}
{'Amount': '7855.685610059570530267'},{'Address': '0xbd76bd734259c2c47b099986a32fcb64199baa7b'}
{'Amount': '7853.679149278696165854'},{'Address': '0xd5ef0972239746f7da376f20c1bb5cc22784e0ca'}
{'Amount': '7783.622744783532882098'},{'Address': '0x0b6db6c404d7f798342e7cdbf1aa94d4d892cdab'}
{'Amount': '7729.172439911215066071'},{'Address': '0xac026b8a5b6a7d0456fb7236b49b90cd93dce396'}
{'Amount': '7689.930312188399284191'},{'Address': '0x18080d6ca8631d2f62773f62936bce75cd2a7571'}
{'Amount': '7500.000000000000000000'},{'Address': '0xaa391b954f9b201d12e316db2f979cd7c460d0f0'}
{'Amount': '7400.000000000000000000'},{'Address': '0xbfab3fa9fbc422e9202558b3c51c2d1d0b2ba551'}
{'Amount': '7246.162681660834283450'},{'Address': '0x0c3f5a8577a3e293dd5f41b521d7a0bd97d2368a'}
{'Amount': '7048.421711932654756963'},{'Address': '0x7a921b0365b4571bee00ba5a1dbb422b11f13f9e'}
{'Amount': '7020.976620276978259790'},{'Address': '0x3953c940eab02973bd39898b108e203b74e22b36'}
{'Amount': '7016.741723271668937192'},{'Address': '0xe9e17048a3bce94979f6df3526326ff529fd20c3'}
{'Amount': '7000.367509022141450103'},{'Address': '0x0d47ad4141c9f429b67b0d7a26cce408ec30cbfd'}
{'Amount': '7000.000000000000000000'},{'Address': '0xda5930dc7c0022ecf9a084120df232c24e54ddab'}
{'Amount': '6884.405984302550050644'},{'Address': '0x6783d71e75738c905b8e26318c4e7f0bbbf1c37f'}
{'Amount': '6801.270941213467123563'},{'Address': '0x4d0e55da9eae6e5dc061c7a9af7b41989c69c1a2'}
{'Amount': '6786.010809336715509913'},{'Address': '0xd34e9ed860f33431235caaa51fd658243923621d'}
{'Amount': '6675.348939438773721058'},{'Address': '0x2c457b09f390fc348384f8de08f1455372266b84'}
{'Amount': '6666.898923933272702212'},{'Address': '0x922722cf0705c4cdbd00566c922f36350d23843b'}
{'Amount': '6650.000000000000000000'},{'Address': '0x5ea86984488a0cd98a61494de68c80f8ce836a27'}
{'Amount': '6610.584206003974567047'},{'Address': '0x1fdaef7db97ee16b4fb8dca203e7fc7e1710b0ca'}
{'Amount': '6479.856834411621253120'},{'Address': '0xa426bfdda22814a691fabcb44dcbe696b0fd16d8'}
{'Amount': '6428.817198374004137334'},{'Address': '0x9ce84f6a69986a83d92c324df10bc8e64771030f'}
{'Amount': '6400.000000000000000000'},{'Address': '0x0e119685190ca54b5bbf5e3504f447c5e40d2410'}
{'Amount': '6306.176733892285965710'},{'Address': '0x88fabfab1395bac6131be74428af6394b5a358c4'}
{'Amount': '6298.551150026271955924'},{'Address': '0x9dc6ca2cd9ab7c38f64f7e6d8607a55537c23ca4'}
{'Amount': '6272.024995624803780421'},{'Address': '0xae58656d27c561f93de0e23042b67eddea69a8fc'}
{'Amount': '6226.936776239464353337'},{'Address': '0xa64567790511bc894d939d9cc9c68e5302b444ab'}
{'Amount': '6200.000000000000000000'},{'Address': '0xddd9545bf70a4ba68e0afb94129945a23e3ec6e1'}
{'Amount': '6196.334004441363282081'},{'Address': '0x2f30ae8ce5db2540f5a89659bf9a65666d3e8e4e'}
{'Amount': '6000.059312231651154275'},{'Address': '0x9bc7a5ee86c800dea4560117f53773c82d6298e6'}
{'Amount': '6000.000000000000740031'},{'Address': '0x069a1c872753c6907348d70598be35a56396b163'}
{'Amount': '5978.700883492810061099'},{'Address': '0xc1486fca92e83f531971c84cff3a2e1c4aeaafb6'}
{'Amount': '5962.727018861370338000'},{'Address': '0x6d496477692320d67b8f211ede5097f3c89abf63'}
{'Amount': '5942.772315829415335820'},{'Address': '0x712af5aebae372545ec8a04cf5a59f89e97b941f'}
{'Amount': '5849.554376285393394833'},{'Address': '0x9b0f9baa4281ea7fcd86e13ccc4c63f558b5cff1'}
{'Amount': '5772.935271927981669032'},{'Address': '0x01dcf7334a12c3e93a9a863ce61a8d0f41213e6c'}
{'Amount': '5697.550030315610892511'},{'Address': '0xa900a174d7351bbfd71ebff091c6c46e98b0df5f'}
{'Amount': '5652.945884969508656381'},{'Address': '0x6b53460bc92c9556a1fcfdb026fe63356e68eb06'}
{'Amount': '5608.413061553235372001'},{'Address': '0x22cd8fc3376c801299d0421887f79e6043a2977e'}
{'Amount': '5534.411746822063171743'},{'Address': '0x54bcd31ca05680f24f9ad644187e06c5deaec649'}
{'Amount': '5487.963950715993860929'},{'Address': '0x35349229f1316f338fa7c87d2defead9135b363f'}
{'Amount': '5409.202963094237836061'},{'Address': '0xb54db321bb821bbfba2d49ff8cb19a9153ae3c53'}
{'Amount': '5348.551626611084926389'},{'Address': '0x725f5ea0d7fdcf7e0316cdee18dbd24225594077'}
{'Amount': '5293.868436073050483972'},{'Address': '0xd5f7f73c97f8d22a3f6bf9f00476048191c18488'}
{'Amount': '5290.799482126258704926'},{'Address': '0xe2ce7c0b90c8d47b5337ac2d2bb5122b2ad13107'}
{'Amount': '5244.590587248112217521'},{'Address': '0xcdc2f106e9694b16ffdbfce2a2612076ce44b4fe'}
{'Amount': '5227.656908971831928608'},{'Address': '0x1653be56ab8fc7221d2fb9c668d557f3786352d4'}
{'Amount': '5223.769387603362210694'},{'Address': '0x7715b6902bdef1cd17e535cd29862f01468de741'}
{'Amount': '5214.241022078637655881'},{'Address': '0xecd934e335b71a6bb41cc43bc1c3a21aca4b22dc'}
{'Amount': '5129.660924242337781435'},{'Address': '0x0977fb31724b70a5f8919ded164ce84984294cc2'}
{'Amount': '5109.937944518042373999'},{'Address': '0x70f7169ee4e1ba819c9b8af1ee39b9029c4a0c00'}
{'Amount': '5050.917576117542892892'},{'Address': '0xe912cac1a6641004a8803687ee7699227fdb0550'}
{'Amount': '5050.910217629021788517'},{'Address': '0x47a44b9c277e3bc255dd09090df74b6fd1cfac68'}
{'Amount': '5036.196703575518846897'},{'Address': '0x919f34ed092696ccfae27d1173c32c0147e0edf5'}
{'Amount': '5000.000000000000000000'},{'Address': '0x0ffaf8e5543cee0629ea3da2a0712c12930627c6'}
{'Amount': '4893.823345048837398705'},{'Address': '0x4d227ff787772d9208a5c863df90fd639d990e79'}
{'Amount': '4854.273988545529327507'},{'Address': '0x0e337b071d4dd6ddd4924f7c5fb54dd9a2c5dd6a'}
{'Amount': '4819.221321113904353816'},{'Address': '0xa0e730ae29d4ddbc39c40f94d799b75c3e17bd58'}
{'Amount': '4805.406934356689289216'},{'Address': '0x8fb20c72139b2a971ab814503d61111349f8cc78'}
{'Amount': '4788.886202128315121304'},{'Address': '0xcc1cc238f0d0de0bb82cd1f36ea988d8eb4489ab'}
{'Amount': '4763.259944016084567546'},{'Address': '0xc3a3f7d36d8cb95105983fb5cdc5898b890e363d'}
{'Amount': '4662.994932437637558604'},{'Address': '0x10f0f06f57ab343985cc128e9a34e0d7a8589f4f'}
{'Amount': '4645.215909372884845428'},{'Address': '0xf24b73a328df29cdde804acf605b8722ad5030da'}
{'Amount': '4600.239754687862554865'},{'Address': '0x32f9c4b3201d3780a7184d770269911ce7c6b6a5'}
{'Amount': '4547.451713177752362965'},{'Address': '0xb5700900120a06155eb5ee838698aad339e099ff'}
{'Amount': '4511.152626790851050745'},{'Address': '0xba04ef733cdf056f2256f893ab779de3ba5bc7b0'}
{'Amount': '4398.378963764142848661'},{'Address': '0xeb9a30bb09676e57fe964e151fe8dae554294bf9'}
{'Amount': '4366.637146179069450923'},{'Address': '0x65013c3379b3da439d3c9cedfec6354c71bc3051'}
{'Amount': '4351.770258278849097179'},{'Address': '0xe1aaa2c11174590bf97a221f51d2ae622d980b19'}
{'Amount': '4340.743889562154560744'},{'Address': '0x88e399d855118cc0b2b8f0da50a8306e5318eba8'}
{'Amount': '4292.088300152034946593'},{'Address': '0xffb10d3343cdd0c34af46369b5435328a2a93146'}
{'Amount': '4228.050481731018129202'},{'Address': '0x3a25e701517e713e99818a169a39339fc3eae9d2'}
{'Amount': '4207.621677609778243017'},{'Address': '0xdc03b0028e3afa0cb865c28e6c57f0a3a77c5cd7'}
{'Amount': '4179.818689614572415161'},{'Address': '0x23fa8032c25dfdf4026b191c40f74da814920826'}
{'Amount': '4167.269910169687549403'},{'Address': '0xccfb9010a9d082dda54be56f8f6f4cf4da9ff86f'}
{'Amount': '4127.311106719639456321'},{'Address': '0x73ba2215220ab9b22aa30e0360c0b045f241658f'}
{'Amount': '4125.458147256591619653'},{'Address': '0x190182027acd15ee59cf13c6e4a345642653e1db'}
{'Amount': '4037.002661439168791865'},{'Address': '0x1a57c6d902e6087e99334b05cde6244dd297e8b6'}
{'Amount': '4022.136682792722390627'},{'Address': '0x9bfba640006bd76851cae389a93461b28fef54d1'}
{'Amount': '4002.429035952955619713'},{'Address': '0x19bff1dbdf88b154be91af3c9c8542a50f53858e'}
{'Amount': '3957.996575342500813302'},{'Address': '0x076924c052b7a3112bee8658a8c3e19d69361df2'}
{'Amount': '3954.455193514857178860'},{'Address': '0xbe02640ee22518da2110768e35eef33beb773845'}
{'Amount': '3947.874927920069760502'},{'Address': '0x9ca1517733e0b250ac88f25f01142adf32bbfb95'}
{'Amount': '3941.947368520274039232'},{'Address': '0x4f9b96c907016a8bb4d91d80c57bf5009bebbe9a'}
{'Amount': '3914.959098640227511583'},{'Address': '0xb8e00ef5b082660f18cb95a6b668fa102455689c'}
{'Amount': '3872.951989561348482469'},{'Address': '0x2f226f2197dbeb5b188b674f5df39b69c45607e1'}
{'Amount': '3853.742573040130336937'},{'Address': '0xad9abbb3fe136a2e537598aaf2e6b3ed804cba57'}
{'Amount': '3776.802879951399203911'},{'Address': '0x440cf5c194f4b5d79fc5fc44948c9f49102d8a87'}
{'Amount': '3775.911969546655572725'},{'Address': '0xcca1168e8f44f913692a68c351fbd4f880059982'}
{'Amount': '3622.952220930754856158'},{'Address': '0x63ae5ba476bcd81573b75f2aaf176f0fe6d98e0c'}
{'Amount': '3622.673604397905017453'},{'Address': '0x0d226b6c9836b7937cb92b535a479132a95b2bec'}
{'Amount': '3577.275149203363321065'},{'Address': '0x23ffd72ddb129fe3a8b965d7af3722905c0a7381'}
{'Amount': '3525.614800310220370832'},{'Address': '0x25b70c8050b7e327ce62cfd80a0c60cccf057fa6'}
{'Amount': '3477.832067501456535507'},{'Address': '0x600506923e182269678561534dd89a197d795434'}
