Address,Amount
0x3ff33d9162ad47660083d7dc4bc02fb231c81677,4270.751734433592
0x53c286e0abe87c9e6d4d95ebe62ceafa4afce849,1547.3791956723321
0xc564ee9f21ed8a2d8e7e76c085740d5e4c5fafbe,1485.110087660992
0xdb25ca703181e7484a155dd612b06f57e12be5f0,1358.0002246740203
0x5165d24277cd063f5ac44efd447b27025e888f37,1129.4066562250748
0x47ac0fb4f2d84898e4d9e7b4dab3c24507a6d503,900.0
0xf977814e90da44bfa03b6295a0616a897441acec,873.0
0x28c6c06298d514db089934071355e5743bf21d60,731.1490732250276
0xc26b89a667578ec7b3f11b2f98d6fd15c07c54ba,689.0933219000088
0x675938d86a6a4651b6dbba7529117fb0b557ccf2,688.0555335708066
0xba37b002abafdd8e89a1995da52740bbc013d992,684.6095703442272
0xe174c389249b0e3a4ec84d2a5667aa4920cb77de,568.6405820541194
0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,500.0
0xc0bebc09db9c32f6ada00e2e4c7d6ae622809c93,493.21736633269603
0xfeb4acf3df3cdea7399794d0869ef76a6efaff52,446.6811512060131
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,436.39685722758986
0x3dfd23a6c5e8bbcfc9581d2e864a68feb6a076d3,405.21623862734543
0x8d6f396d210d385033b348bcae9e4f9ea4e045bd,398.01
0x2e8daf55f212be91d3fa882cceab193a08fddeb2,396.564061477574
0x088ee5007c98a9677165d78dd2109ae4a3d04d0c,395.59870695848593
0x34a4c5d747f54d5e3a3f66eb6ef3f697f474fd90,389.2005211592993
0xf7e1974393108d506ac8ce06da4cb002a516093f,373.97860330146085
0x5f776c9500ec542946d6e20447a5cfce2a79b883,367.8459888771706
0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,344.93952311090897
0x1285e0999bd79160fed56e18cbd579e7971f6e75,334.87001502991177
0xf4477e81f2de150d48c4941c93e54d36ab82ad3f,332.8615931659909
0x99028a948194914e8602149481f5b84da1796798,331.4172189569316
0x764e7b7bfeb3bb11f43d17621b8197aeee4e781b,327.43444979583444
0x6eb402118ec9d48bf03d3ce2f07beac24ca6b4e0,316.5995710492758
0xc1ab698ae9591e1d3e652b1c9d4618d305d929c8,293.1929976515028
0x0548f59fee79f8832c299e01dca5c76f034f558e,285.7915896255762
0x3f7af19e7e465c9aa5075a90b831f08306a15a16,276.7117
0x69a8ff64ed164ed3d757831d425fdbe904186108,272.53369489
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,265.10116808012543
0xe93381fb4c4f14bda253907b18fad305d799241a,243.143631494
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,240.73394358212528
0x04916039b1f59d9745bf6e0a21f191d1e0a84287,239.83609867666817
0x3744da57184575064838bbc87a0fc791f5e39ea2,204.615106
0x23f8f99af9963cced2a383f703099a51fa328889,197.59930716474682
0x734d1a75d9d843b5275296200d65040c37efdf96,196.5767033561414
0x98a2cf0ef4f7919b593439e7fdcb8d6785a525f2,187.58669302125983
0x6df548895ad246a724f8a06d81d3844b9a0ca566,187.58669302125983
0x0626c02a34287b56b8fa5861516f58ca36faef33,175.31816331317185
0x888093975b7f1dd0405e5d4cc7d842f8a8b4af60,174.54604298904903
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,164.9235473857365
0x3eb2e01e4a6d1be679ab5bd73c3d6ddb568e9cde,162.22440914087605
0xa8823dc09d486718e8e2eeb9b82de4d5d755f1ef,144.16877325384746
