name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,5350103702.135525
Decentraland,mana,decentraland,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,4292913615.045506
Axie Infinity,axs,axie-infinity,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,3731037702.314417
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2523114595.67135
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2122718307.884388
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1925787820.1498404
Convex Finance,cvx,convex-finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,1297174228.2359395
Curve DAO,crv,curve-dao-token,0xd533a949740bb3306d119cc777fa900ba034cd52,1282203618.2065456
Loopring,lrc,loopring,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,1249288446.8065052
Synthetix Network,snx,havven,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1154422795.0076568
