name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3974301621.318058
Lido DAO,ldo,lido-dao,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1804832493.0241184
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1017755922.8950274
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,953677399.744335
ApeCoin,ape,apecoin,0x4d224452801aced8b2f0aebe155379bb5d594381,818970777.3397163
Immutable,imx,immutable-x,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,771807774.0985736
Rocket Pool,rpl,rocket-pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,751207983.0468713
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,748682348.8007407
Synthetix Network,snx,havven,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,734133324.1433904
Decentraland,mana,decentraland,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,706670190.196509
