name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,4787537581.346277
Decentraland,mana,decentraland,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,4264612041.107932
Axie Infinity,axs,axie-infinity,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,3960316545.236384
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2316668755.6769333
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1976361386.5534368
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1764943606.3502789
Frax Share,fxs,frax-share,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,1301701735.8724475
Loopring,lrc,loopring,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,1022870096.2737708
Convex Finance,cvx,convex-finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,1005324604.9968288
Curve DAO,crv,curve-dao-token,0xd533a949740bb3306d119cc777fa900ba034cd52,952036712.9593956
