name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3894646728.7911434
ApeCoin,ape,apecoin,0x4d224452801aced8b2f0aebe155379bb5d594381,1313459840.4276648
Lido DAO,ldo,lido-dao,0x5a98fcbea516cf06857215779fd812ca3bef1b32,788010757.2327644
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,738478432.2563112
Axie Infinity,axs,axie-infinity,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,692088363.2132863
Decentraland,mana,decentraland,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,542532151.9635866
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,462378907.4963671
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,411705943.26844656
Rocket Pool,rpl,rocket-pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,377958012.8917992
Synthetix Network,snx,havven,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,345920924.90151155
