name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,7028877212.716345
Artificial Superintelligence Alliance,fet,fetch-ai,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,4158000352.046031
Mantle,mnt,mantle,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2459553470.4762697
Immutable,imx,immutable-x,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2294442426.092902
Lido DAO,ldo,lido-dao,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2125364066.4232848
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2066143423.303341
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2036599337.8074367
Ondo,ondo,ondo-finance,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,1741472714.2943437
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1283542615.0414946
Pendle,pendle,pendle,0x808507121b80c02388fad14726482e061b8da827,931680384.5596172
