name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,5318186829.776377
Mantle,mnt,mantle,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,3129028087.150486
Immutable,imx,immutable-x,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2817854838.0906696
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2472757520.5436134
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2248015673.0320463
Artificial Superintelligence Alliance,fet,fetch-ai,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,2123398947.0985212
Lido DAO,ldo,lido-dao,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1683148801.3329551
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1237802823.344139
Beam,beam,beam-2,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,1235973485.3695889
Ribbon Finance,rbn,ribbon-finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,1078452902.564299
