name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2608012124.7952547
ApeCoin,ape,apecoin,0x4d224452801aced8b2f0aebe155379bb5d594381,1994127556.787874
Axie Infinity,axs,axie-infinity,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,1918753572.029531
Decentraland,mana,decentraland,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,1631165790.9697487
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1586953303.5188034
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1189306158.0179434
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,1131982397.4539816
GMT,gmt,stepn,0xe3c408bd53c31c085a1746af401a4042954ff740,713875857.6126336
Loopring,lrc,loopring,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,709346486.5483712
Synthetix Network,snx,havven,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,686980647.7052628
