name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2793283428.62159
ApeCoin,ape,apecoin,0x4d224452801aced8b2f0aebe155379bb5d594381,1492315774.9714844
Decentraland,mana,decentraland,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,1400061481.4744253
Axie Infinity,axs,axie-infinity,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,1275620957.6207044
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1186715233.9140522
Lido DAO,ldo,lido-dao,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1166442540.0865667
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,758212122.338717
Synthetix Network,snx,havven,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,691426691.1697643
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,687055199.434932
Curve DAO,crv,curve-dao-token,0xd533a949740bb3306d119cc777fa900ba034cd52,451330179.95760894
